,Tenure,Bandwidth_GB_Year,Fixes,Population
339,13.73012915,1771.472597,5,683
340,5.690013293,1201.484293,2,6910
341,6.68894661,764.3017535,5,7496
342,9.475983046,1022.415622,2,641
343,4.893221514,1284.442486,5,2816
344,2.656915117,289.9240291,2,58
345,8.381515693,1718.600163,6,1277
346,14.53315436,2494.633068,4,11472
347,13.62832619,2270.749222,5,9762
348,1.281566108,567.6177123,3,617
349,3.365552603,380.0501404,3,307
350,5.397827503,1436.408211,5,8447
351,9.001231999,1852.503069,4,35345
352,10.9750814,1312.008382,4,41155
353,7.825845378,863.0820861,2,17007
354,14.12966281,1854.793303,4,115
355,14.66914461,1778.431765,4,1079
356,5.388165017,764.2419259,2,22924
357,2.810825808,307.018806,3,3241
358,2.485229169,1179.782483,3,23155
359,2.051069457,1040.034575,2,19324
360,6.10108047,1080.159892,3,34460
361,4.950398978,775.5613336,5,15900
362,10.16660427,1061.587971,4,2945
363,12.29558653,1334.403775,5,20450
364,24.8868126,2346.143947,3,892
365,9.660361769,1491.768656,2,14931
366,7.663625954,927.1279646,4,104
367,5.25445262,686.9354616,6,21997
368,13.59137366,1460.513443,3,5302
369,12.3492819,1942.250203,5,10237
370,18.37317391,1923.549943,4,19582
371,8.498042024,1239.802036,3,740
372,22.33583015,2499.186161,3,51767
373,1.541545443,302.3848209,4,2001
374,12.78453216,1865.48625,3,482
375,2.527681829,908.7910203,4,932
376,7.065506244,790.9469893,4,222
377,4.258552081,956.2636975,2,467
378,4.801969514,639.3261343,2,7079
379,5.204853319,1572.045646,2,32929
380,32.0730133,3099.922244,3,6923
381,11.16847385,1599.727567,3,19201
382,16.8000196,2188.672399,2,2080
383,17.6210362,1586.699491,3,5983
384,17.18829795,1828.279015,5,46064
385,17.52138221,1866.966586,3,32525
386,10.4103675,1718.555203,4,9562
387,3.310281145,556.2193844,4,883
388,2.993625911,1035.183038,4,53
389,16.26037537,1580.43019,5,1512
390,3.045064701,703.6927423,3,4813
391,15.35762157,1842.258692,2,11435
392,5.940902789,1167.271182,3,16177
393,5.988505209,1007.289786,3,170
394,7.138784756,1500.69101,3,31845
395,8.951793883,1404.773397,5,40
396,4.221959275,1342.310858,4,586
397,9.797427154,1250.94478,6,8303
398,10.90397471,1710.958869,2,924
399,1.665591776,169.3992798,4,758
400,8.611218573,1261.554565,2,723
401,1.28507969,794.9581116,4,39
402,1.379696124,713.364269,3,6250
403,3.084376591,952.5914921,2,17
404,2.43754565,778.6094503,3,2550
405,3.288124191,627.0001275,3,512
406,32.30772134,2938.319116,2,599
407,13.46565415,1566.001524,4,6524
408,19.244458,1889.642423,4,723
409,8.69085131,1420.771651,4,4243
410,3.778575882,1254.725693,4,18731
411,10.27819073,1570.345219,3,955
412,4.156887945,500.4406927,6,2338
413,11.32083915,1563.848623,3,389
414,5.254442453,787.0962355,3,757
415,5.2551003,1119.610001,4,19073
416,6.417132666,1155.782468,4,23666
417,18.61278731,1995.346628,4,20
418,4.924623699,922.1362066,3,5287
419,6.325942162,717.6823944,3,5364
420,17.22220989,2223.835601,3,3424
421,3.238699239,1143.685617,3,19527
422,6.437878909,1537.296207,5,0
423,15.22323989,1614.544362,4,7699
424,7.484425045,758.8338668,5,1126
425,7.218752772,1317.766231,2,584
426,11.69875604,1189.578203,3,35100
427,10.03363969,1467.273158,4,17872
428,18.46162568,2192.693797,3,0
429,16.52138638,1568.47416,4,1003
430,13.83290937,1376.095043,1,169
431,5.02568958,811.5600648,4,1088
432,2.644787483,243.2617759,4,41863
433,2.522962069,676.6465414,3,2101
434,3.508974199,801.4709595,4,0
435,11.50651216,1316.145864,3,6349
436,10.96319721,1270.217581,4,40305
437,5.505247606,1339.709597,3,1691
438,14.16961729,1624.799349,3,618
439,10.27782059,1400.834009,6,22
440,3.364993591,1149.108155,4,655
441,9.307770559,1387.016004,4,39616
442,1.171557288,544.12326,3,88349
443,7.262579715,1803.917571,4,30781
444,17.06899012,1518.747945,5,4734
445,10.8600084,1932.20577,1,56959
446,16.48065356,1886.312286,4,0
447,10.85041661,1738.71901,4,8800
448,4.85576672,1060.026737,3,3873
449,1.715329149,250.9270047,3,417
450,21.71097206,1916.832871,2,221
451,3.470685398,573.9920618,2,10321
452,1.914386255,272.9823095,3,1601
453,9.16272705,1233.975771,4,1506
454,7.457173484,1552.772876,4,7033
455,4.991605214,1259.735294,3,1301
456,10.5903229,1287.821218,4,117
457,14.68216127,1516.667438,4,3345
458,5.440398012,589.9932647,4,25854
459,11.92300936,1021.482609,4,90
460,9.461939857,1267.634616,4,3191
461,13.90000955,1266.503765,3,37
462,13.99579075,1877.852717,4,714
463,13.44056701,1541.134986,4,31791
464,3.179043613,744.2470872,4,34928
465,14.58066686,2023.519366,5,17576
466,17.24908083,1428.427469,5,746
467,2.760467902,1283.253595,4,27479
468,20.04140358,2256.776479,4,49612
469,8.001673351,955.0876357,3,7286
470,1.092219692,499.7170655,4,489
471,14.68600159,1562.32774,3,73
472,4.135515169,776.4780765,1,22
473,9.086633107,1118.646915,3,9054
474,9.493585403,1781.692875,3,2663
475,5.372758028,1086.92093,2,18185
476,13.82188875,1551.398147,2,7530
477,2.598489694,573.751474,4,28759
478,12.9401487,1794.116848,3,26744
479,4.957713222,1103.594576,4,20818
480,28.79864005,3143.245184,2,10025
481,7.176411327,1381.802291,5,517
482,5.709925704,1091.10126,4,4295
483,3.956375328,891.9472856,6,882
484,1.033067819,538.1168657,2,1920
485,2.206152519,497.9042695,3,8819
486,3.820262172,1115.476658,4,2694
487,2.640977982,522.7315686,2,3878
488,5.622660986,961.5888385,5,27454
489,1.634394387,883.9008134,1,180
490,2.012075635,565.3167155,4,294
491,10.06913982,2062.605873,5,2958
492,6.935335786,1197.080651,5,321
493,15.56741347,1972.725118,5,8778
494,12.75071284,1427.321538,3,361
495,8.573785357,1218.124487,5,93
496,13.86188691,1874.789062,5,20943
497,10.77929667,1806.007164,5,110
498,16.88097916,1939.600904,3,34488
499,16.92163398,2275.888923,2,1096
500,11.91663193,1372.385193,4,5549
501,2.81822785,785.6266383,4,7278
502,5.100566529,1226.343895,4,1204
503,4.806882153,1047.361909,4,955
504,5.658327457,893.5446642,2,2453
505,2.649525158,1210.047397,4,159
506,18.76976086,2329.912456,3,2876
507,13.04542381,1163.407505,3,1394
508,1.534192133,736.9303356,4,2144
509,9.039309605,1134.880009,3,502
510,10.15330548,1561.294194,3,12695
511,8.792119046,1216.325478,3,2494
512,1.542556879,1192.502878,3,19592
513,13.65776694,2140.402985,5,12722
514,5.165404738,867.2394016,3,473
515,13.17859958,1581.016214,3,168
516,1.557206083,724.6774743,3,793
517,7.226076469,1123.971139,5,440
518,20.91720893,2633.809472,4,2905
519,7.228526307,967.7426094,2,508
520,20.43854626,2101.344074,4,719
521,2.915827364,862.3199149,3,13892
522,9.709171662,921.1401066,3,10874
523,1.939549257,752.1641496,5,4183
524,1.502124145,522.7806578,4,19151
525,1.906368477,736.161108,1,13644
526,15.60605339,2148.889242,5,2397
527,2.084396413,1304.999684,5,10826
528,1.781895205,292.4731737,5,48990
529,2.050742411,655.3814577,2,43597
530,2.447649309,660.0908173,3,927
531,10.81997919,1655.780173,4,242
532,8.650238791,1090.76661,5,2604
533,8.878536605,1136.118286,3,722
534,2.359067126,673.2665835,3,160
535,6.811759674,831.1303039,5,1551
536,5.207179461,729.541703,4,21141
537,9.450195459,1163.701618,2,1454
538,10.6312597,1720.167182,5,130
539,3.564836875,626.5880936,4,31101
540,1.815836226,369.7619068,3,1341
541,8.932053699,1197.180331,4,109
542,7.349620762,1164.240281,3,2433
543,14.71424943,1651.424177,4,1084
544,7.073151031,1489.301457,5,1892
545,1.597765127,775.0343206,4,7157
546,8.054118994,1808.311421,4,5366
547,14.96135055,1942.452213,2,18389
548,22.76986341,2847.700412,4,1165
549,2.519975147,908.4356314,4,1469
550,5.915247686,973.4512833,5,212
551,7.793733508,1097.703155,2,219
552,20.44846104,2936.746847,4,4030
553,10.40161068,1883.962411,3,18829
554,11.40192641,1808.501398,2,3281
555,7.604093453,844.8711719,4,74971
556,12.85397739,1215.114995,4,1593
557,1.410971237,382.5347203,3,11923
558,8.874920206,1043.790368,3,36282
559,6.013261132,851.1414085,5,26448
560,9.306233406,1762.075547,2,46
561,4.902104964,1350.716866,3,1123
562,1.894776657,1052.042079,5,3067
563,5.204111135,1159.678094,4,1547
564,1.375013189,338.2592054,3,7216
565,1.387575524,851.811469,2,1012
566,2.685677496,669.0040793,2,3519
567,5.511437756,910.210446,4,316
568,16.58244758,1981.954133,4,1715
569,14.17620441,1695.851887,3,2223
570,10.81527088,1305.953642,4,463
571,20.01892414,1950.886897,2,949
572,6.956508263,1631.872719,3,645
573,8.274610767,954.6181316,4,5548
574,6.786723844,957.753476,4,17502
575,3.605888824,1057.571757,3,944
576,10.19243185,1277.521575,3,3242
577,3.998433243,327.6622533,5,63318
578,4.964368923,1193.589255,5,21763
579,5.884557067,1252.155771,5,1110
580,1.084656113,261.1185652,3,6257
581,7.21126107,879.6579171,3,1627
582,2.140387928,1080.597617,4,7080
583,7.931439645,1262.007891,4,447
584,14.08939653,1713.178075,5,535
585,9.232644617,1264.760574,4,27981
586,6.951491551,1356.299478,3,7244
587,3.137169138,386.0863102,4,32539
588,11.85998919,1299.066214,4,30975
589,3.113737885,278.5411418,3,46581
590,4.985175451,1014.311651,3,1480
591,11.41238102,1511.115195,4,85
592,15.37990405,1795.270512,3,61572
593,3.775528995,551.1855922,4,11923
594,5.30268427,1051.833922,2,4631
595,2.843930975,567.3663629,4,6924
596,13.70230727,1614.036609,4,1124
597,4.768869377,771.6292755,3,221
598,14.57312339,1329.158978,4,51069
599,17.28022598,1929.06738,4,20696
600,16.1217624,1845.830672,5,8144
601,2.437089876,909.6827162,3,353
602,5.822867455,1084.807286,3,7564
603,16.18199957,1602.254193,4,667
604,14.46037646,1435.057667,4,33287
605,1.504124801,729.7054333,5,7256
606,7.737353244,1290.274294,3,2878
607,4.109952242,1200.010955,2,2737
608,2.566196093,774.8506663,4,11528
609,4.440328327,1178.437008,3,21434
610,12.3848312,1321.193696,4,4370
611,6.396338897,821.4684599,3,2780
612,10.03212915,986.2673645,5,4757
613,2.62036784,587.538153,4,30522
614,3.795086086,1517.166558,3,1178
615,3.149071183,520.606284,3,9906
616,3.484000437,1138.169594,3,4278
617,5.770302149,829.9759818,3,8307
618,2.981008475,477.2500925,3,2909
619,9.14991493,944.3304649,4,608
620,11.38939562,1499.600891,1,652
621,1.445148407,524.9630078,2,45193
622,6.143856241,1035.02733,5,501
623,5.981775914,1281.923094,4,319
624,2.08299524,951.3512058,5,4946
625,7.110141173,894.626194,4,341
626,3.041138012,1045.360604,4,4487
627,15.37394197,1829.923575,2,20825
628,3.905351198,838.8374504,4,646
629,3.838043219,688.2231899,4,3313
630,5.141923371,927.5974127,2,27419
631,19.17821675,2031.266556,6,4406
632,12.36979696,1241.892931,2,1166
633,14.28414317,1662.516242,4,24983
634,3.769989038,857.6130334,4,2885
635,9.126959742,1640.244176,4,6137
636,2.684151079,991.424632,3,1251
637,24.39432985,2895.881802,5,471
638,4.676474348,1396.347808,3,171
639,4.065555679,640.3809858,3,2348
640,19.95372925,2072.694492,5,6464
641,4.241019424,1001.860025,2,1869
642,14.02310297,1669.613093,4,22574
643,1.042140757,878.627791,4,11908
644,4.483251529,558.9953054,3,54150
645,2.768037617,570.1301629,4,30
646,6.357562637,1178.057753,4,44647
647,7.748370205,1219.21915,4,385
648,6.90648504,1000.051774,3,1437
649,11.80191083,1233.889856,4,680
650,20.75499393,2245.476461,4,699
651,10.57261422,1243.478237,3,13678
652,5.260136013,1502.677072,2,3696
653,28.38835566,3249.417944,4,24013
654,2.451160296,764.893446,3,2465
655,7.243986575,708.0622854,4,39641
656,1.876407503,1075.001724,2,204
657,7.29973843,847.7321161,3,27790
658,11.24483017,1967.957184,5,5176
659,6.735352382,1066.193338,3,4478
660,5.991017375,961.1315871,4,20586
661,16.67574291,1639.197703,4,63
662,10.28281832,1200.853937,3,53140
663,19.21689293,2562.992759,3,3993
664,11.34954445,1766.503802,4,418
665,1.846161288,333.3304389,2,1627
666,14.86270396,1561.128541,3,791
667,2.216583602,323.972804,5,6407
668,16.53708435,1643.91894,5,2440
669,3.7013893,406.5230396,5,12709
670,5.261502169,932.1606254,4,64
671,7.279044337,906.7867988,3,798
672,13.80323806,1737.354579,2,8538
673,15.92219451,1986.939234,5,1271
674,3.525858481,532.0660282,5,1181
675,9.85591776,1014.45747,4,11371
676,9.75910234,871.2907856,3,46
677,5.506476096,794.8748353,3,18617
678,6.999864982,949.785575,4,6328
679,19.50833872,1751.748167,4,5955
680,7.320050181,954.4058631,4,846
681,8.886453729,1390.292533,2,6911
682,17.80378998,2283.692222,4,0
683,7.847288476,625.2785223,3,26601
684,10.8040205,2129.856605,3,145
685,7.798523158,1307.965782,2,2097
686,9.586248224,1554.416773,4,25901
687,9.428767036,1328.568048,4,7731
688,8.019086021,985.0943424,3,2476
689,5.78988794,1503.682743,6,1596
690,23.02862012,2253.839865,4,31
691,2.72317525,586.1493754,3,3645
692,18.92157073,1813.614194,3,192
693,11.90088632,1831.930109,4,607
694,28.93788212,2580.979643,6,0
695,1.570209934,930.6501084,3,3107
696,10.85959186,1561.283799,4,457
697,1.338441957,491.8773506,4,6432
698,2.995498523,1300.689811,4,659
699,10.56061324,1252.81737,3,5931
700,9.84141211,1511.1388,5,3854
701,16.66441267,2230.367018,3,1651
702,12.84120976,1885.438773,3,18579
703,5.759265746,947.6695867,3,5490
704,7.979145258,1025.701125,3,328
705,19.28424826,1982.131752,3,14918
706,13.57977305,1780.791626,1,8437
707,3.520675631,700.0569426,4,671
708,10.49916723,1924.891176,4,29599
709,1.72479919,704.1947645,5,2821
710,5.567028377,1207.740526,4,291
711,11.84987964,1064.895012,5,2596
712,3.976305626,743.4780761,2,1874
713,5.759571228,1251.370845,5,30807
714,3.613513424,470.682278,4,1152
715,5.156978882,1112.686143,3,282
716,16.75922789,2064.474901,2,25266
717,13.85187885,1716.888034,5,3014
718,9.472450618,1114.13669,3,736
719,6.636312277,718.0624099,4,0
720,2.904448825,800.1531959,4,1257
721,4.800346852,1680.337106,5,481
722,10.35063785,1416.865765,3,5360
723,14.71592037,1573.289677,5,93
724,9.758067608,1619.817463,4,1380
725,9.820011726,1596.707755,4,3895
726,8.458573247,908.0504522,4,198
727,8.508626757,1449.202089,4,929
728,11.70347852,1790.688379,3,1641
729,29.8284414,3113.451696,2,2439
730,7.004427474,907.2094936,3,180
731,7.439569893,890.4483344,3,376
732,21.05353987,2050.67636,3,953
733,6.050060777,1338.110998,3,1315
734,7.599617029,920.3847194,2,11974
735,5.473564746,736.1743773,2,6502
736,4.803306414,857.7406243,2,13809
737,6.051428262,1226.543716,1,23370
738,6.503513341,1495.554533,3,45995
739,1.650263525,248.179366,4,868
740,2.282601557,395.2218567,1,52299
741,15.70393958,1857.957041,3,14534
742,11.56648604,1663.371666,3,200
743,1.322671871,318.0435078,4,24622
744,12.11795763,1386.813604,4,33484
745,9.539962975,1535.462356,2,15
746,4.303745101,982.8832681,4,12874
