,Churn,Male,Nonbinary,Techie,Contract_Monthly,Contract_One_Year,Contract_Two_Year,Internet_DSL,Internet_Fiber_Optic,Internet_None,TechSupport,Responses,Fixes,Replacements,Reliability,Population,Children,Age,Income,Email,Outage_sec_perweek,Yearly_equip_failure,MonthlyCharge
10,0,0,0,0,1,0,0,1,0,0,0,4,4,4,7,-0.637581558552921,2.2878840406739096,-1.4532139790496708,-0.6108914550769511,-0.9967786961579193,-0.22185659578786143,2.519179341088539,0.05433745551954222
11,0,0,0,0,1,0,0,0,1,0,0,4,4,3,4,1.6363272731723528,-0.04084592357288879,0.14115478087901998,-0.7612036701709215,1.6471966252158718,-1.1159833426546335,0.9466579047036832,-0.527764868835358
12,0,1,0,0,1,0,0,0,1,0,0,1,2,1,4,-0.6375122679769475,-0.9723379092716081,1.4456383117297669,1.5555488005587546,-0.9967786961579193,-0.5806612799430625,-0.6258635316811727,-0.8193965142531648
13,0,0,0,0,0,0,1,0,1,0,1,5,6,5,2,-0.676037828218263,1.3563920549751902,-1.1633287499717269,2.670625225254079,0.6557058797007002,-1.3848998900506508,-0.6258635316811727,0.28752742274395915
14,1,1,0,0,1,0,0,1,0,0,1,3,3,4,2,-0.11028027539390788,-0.5065919164222484,-1.115014545125403,0.8670630510548126,-0.6662817809861953,0.6011290888937205,-0.6258635316811727,-0.2948056836666627
15,1,1,0,0,0,1,0,0,0,1,0,3,3,3,2,-0.531012652705541,0.4249000692764709,-0.6801867015084874,1.746706795659964,0.3252089645289763,0.26769363903760607,-0.6258635316811727,0.11704315239957072
16,1,0,0,0,1,0,0,1,0,0,0,3,4,4,3,2.793964925963106,-0.9723379092716081,0.4793542148032877,-0.28893823584972883,0.3252089645289763,1.1831829342716649,-0.6258635316811727,0.5202835849094483
17,1,1,0,0,0,0,1,0,0,1,1,2,2,4,3,-0.17375044298571551,-0.04084592357288879,0.3344116002643158,0.15376286693651808,1.316699710044148,-0.05735514010217622,-0.6258635316811727,0.6999856072733608
18,0,0,0,1,0,0,1,0,0,1,1,3,4,3,4,-0.020341107780189206,0.4249000692764709,0.3827258051106398,-0.019319702896465674,-0.3357848658144715,-0.14353530992114066,-0.6258635316811727,-0.46887827730447623
19,1,1,0,0,1,0,0,1,0,0,0,5,5,5,4,-0.4559016683501704,0.4249000692764709,-1.4532139790496708,-0.7203281013521748,-0.6662817809861953,0.30935918021572856,-0.6258635316811727,-0.5281706586760181
20,0,1,0,0,1,0,0,0,1,0,0,2,3,3,2,-0.6712567784760853,0.8906460621258305,-0.7285009063548112,-0.006479661250661224,0.6557058797007002,0.6946013958706415,4.0917007774733944,0.28768908662194215
21,0,1,0,0,0,0,1,0,1,0,0,5,5,4,4,0.3245180888403638,0.4249000692764709,-1.115014545125403,0.20949844252423616,1.9776935403875957,-1.0138305010199666,-0.6258635316811727,-1.0509561028982644
22,0,1,0,0,1,0,0,0,1,0,1,3,3,3,2,-0.6496381187723256,0.4249000692764709,-0.05210203850627586,-0.4384947371660538,1.316699710044148,-0.21132390956102817,0.9466579047036832,-1.1099082961497284
23,0,1,0,0,0,1,0,0,1,0,1,4,4,3,5,-0.524083595108182,-0.04084592357288879,0.7209252390349075,1.4147094275241294,-0.9967786961579193,-0.972100660670392,-0.6258635316811727,-0.5280857047971815
24,1,0,0,0,1,0,0,0,0,1,0,3,3,4,2,-0.02235053448342329,0.4249000692764709,1.0591246729591752,-0.40025547816570994,0.986202794872424,1.2587683298101524,-0.6258635316811727,-0.2355068748634973
25,1,1,0,0,1,0,0,1,0,0,0,4,4,4,4,1.3727459221688199,-0.5065919164222484,1.1557530826518232,-0.9662957364834148,-0.0052879506427475865,-0.07869298174822566,-0.6258635316811727,-1.866975020280065
26,1,0,0,0,1,0,0,0,1,0,0,5,3,5,3,-0.4619992390358462,-0.5065919164222484,-0.2936730627378957,-1.1009340719225875,0.986202794872424,1.9694276252560166,0.9466579047036832,1.164975772648398
27,1,0,0,0,1,0,0,0,0,1,0,2,2,3,4,-0.28440749281553734,-0.9723379092716081,0.8175536487275554,0.1445393288591926,-0.0052879506427475865,1.5909020495836605,-0.6258635316811727,-0.7601890867604595
28,1,0,0,1,0,1,0,1,0,0,0,3,4,3,3,-0.5571351998475841,0.4249000692764709,-1.5981565935886426,-1.039927649841606,0.3252089645289763,1.1538580952306203,-0.6258635316811727,0.640588500684404
29,1,1,0,0,0,0,1,1,0,0,0,4,4,4,3,2.960608761179588,0.8906460621258305,0.7692394438812314,-0.22569056033152565,1.9776935403875957,0.20695223342775257,-0.6258635316811727,1.9800783851314638
30,0,1,0,0,0,0,1,0,1,0,0,3,2,1,5,0.10472838185213915,3.219376026372629,-0.3903014724305436,0.1268369729922258,0.6557058797007002,-1.138751664278493,-0.6258635316811727,1.3385895268468702
31,0,0,0,0,0,0,1,0,0,1,1,2,3,4,3,-0.5537399616248782,-0.9723379092716081,-0.6318724966621634,-0.6387943511129437,0.3252089645289763,-1.8655639512216549,-0.6258635316811727,-0.5853507438233292
32,1,0,0,0,1,0,0,0,1,0,0,4,4,4,5,-0.6289202365562224,1.82213804782455,1.397324106883443,0.43100095231891816,-0.9967786961579193,-0.4123840445518149,-0.6258635316811727,1.3385895268468702
33,1,1,0,0,1,0,0,1,0,0,0,5,5,4,3,-0.6666143098858549,1.3563920549751902,1.0108104681128514,-0.49168656102826686,-1.3272756113296431,0.3796264308214526,0.9466579047036832,0.05433745551954222
34,1,1,0,0,0,1,0,0,1,0,1,6,5,5,5,-0.5709240244663283,0.8906460621258305,0.7692394438812314,-1.0140727345967455,0.986202794872424,-1.4990771424928901,-0.6258635316811727,2.2132683523558807
35,1,1,0,0,1,0,0,1,0,0,1,4,2,3,4,0.3011671647372643,-0.5065919164222484,-0.05210203850627586,-1.1179186592837098,-0.3357848658144715,1.2775350846767848,0.9466579047036832,-0.2361743263770214
36,1,0,0,0,1,0,0,0,1,0,1,4,3,5,5,-0.2329938854431342,-0.04084592357288879,-1.3082713645106987,-1.05296770207896,1.316699710044148,2.119824427649595,0.9466579047036832,1.3359816663294255
37,0,0,0,0,0,1,0,1,0,0,0,5,6,4,2,-0.32549680436787565,-0.5065919164222484,-1.3565855693570228,-0.12687610775964053,-0.9967786961579193,-0.18642708763845017,-0.6258635316811727,-0.7597302473211176
38,0,0,0,0,0,0,1,0,1,0,1,4,4,3,4,0.7409544504416344,-0.5065919164222484,0.6242968293422596,-0.5110017682611331,-0.0052879506427475865,2.29820503285419,-0.6258635316811727,0.2873682506601193
39,0,1,0,0,0,0,1,0,1,0,0,3,4,3,6,-0.5289339354263333,-0.5065919164222484,0.9141820584202033,0.3734088954426154,-0.6662817809861953,-0.6817873997765883,0.9466579047036832,-0.5857107032819852
40,0,0,0,0,1,0,0,0,1,0,0,5,2,3,3,-0.5953835977850053,0.4249000692764709,-1.5498423887423185,-0.0565830236912344,-0.0052879506427475865,0.47959680307296193,-0.6258635316811727,-0.0038881119294389916
41,0,1,0,0,1,0,0,1,0,0,1,3,3,2,3,-0.6744441449708705,0.4249000692764709,0.09284057603269602,0.4638661678718479,1.316699710044148,-0.6520704693976577,-0.6258635316811727,-1.517032853534441
42,1,1,0,0,0,0,1,0,1,0,1,3,3,3,5,-0.6140227627219007,0.8906460621258305,-0.5835582918158394,-0.9859953612362096,-0.3357848658144715,0.8555334857468215,2.519179341088539,1.9216367069380744
43,0,1,0,0,0,0,1,0,1,0,1,3,3,3,3,-0.21186025977118952,0.8906460621258305,-1.018386135432755,-0.5573453571350253,0.3252089645289763,-0.5868142024971441,-0.6258635316811727,0.461841906716059
44,1,0,0,0,0,0,1,0,1,0,0,4,4,4,4,1.8006152288057327,-0.9723379092716081,-1.5015281838959946,-0.8748334462945169,-1.9882694416730908,1.0600817360325239,-0.6258635316811727,1.6303258974820913
45,1,0,0,0,1,0,0,0,0,1,0,3,3,2,2,-0.6538648439067145,-0.04084592357288879,-0.4386156772768675,0.519582593509311,-2.3187663568448147,0.19545504585166065,-0.6258635316811727,1.6895333249747972
46,1,1,0,0,1,0,0,0,1,0,1,4,4,5,2,-0.13072099530611667,-0.04084592357288879,-1.4532139790496708,3.27355644422271,-0.3357848658144715,0.840090225765986,-0.6258635316811727,0.2873682506601193
47,1,0,0,1,1,0,0,0,1,0,1,4,5,3,4,-0.6163786423050027,0.4249000692764709,-0.4869298821231915,-0.08684136360856051,-0.3357848658144715,-0.08461701059651934,-0.6258635316811727,0.5212132337151381
48,0,0,0,0,0,0,1,0,0,1,0,3,4,3,2,0.38854258103996014,-0.5065919164222484,1.5905809262687387,-0.4706904137174844,-0.3357848658144715,-0.7168280307738032,2.519179341088539,-1.5756974890841853
49,0,0,0,0,1,0,0,0,0,1,1,3,3,4,3,-0.4966445270226408,-0.04084592357288879,1.4939525165760907,1.2987887499441337,0.6557058797007002,0.8178397640625723,0.9466579047036832,-1.866209270980749
50,1,0,0,0,1,0,0,1,0,0,1,2,2,3,4,-0.33644471537170273,-0.04084592357288879,0.43104000995696373,-1.2463268775733396,0.3252089645289763,-0.351050649784829,-0.6258635316811727,0.28771763745951173
51,1,0,0,0,1,0,0,0,0,1,0,2,3,3,5,2.0712642185585715,1.3563920549751902,0.7209252390349075,0.1423452410401909,-0.0052879506427475865,-0.6676454915016649,-0.6258635316811727,0.35004344052773684
52,0,0,0,0,1,0,0,0,1,0,0,4,4,4,3,-0.6444413255743063,-0.5065919164222484,0.28609739541799184,-0.050193323622902165,-1.3272756113296431,-1.94615346356681,-0.6258635316811727,-0.527764868835358
53,1,0,0,1,0,1,0,0,1,0,0,4,4,3,4,-0.6695245140767456,-0.9723379092716081,-1.066700340279079,0.1535781053794307,-1.9882694416730908,0.38232753300818,-0.6258635316811727,-0.06241474400166477
54,1,1,0,0,1,0,0,0,1,0,0,4,2,4,5,-0.6542112967865824,-0.9723379092716081,-0.10041624335259981,-0.9022561750593073,-0.3357848658144715,-0.3240932814640538,-0.6258635316811727,-0.2939743326467642
55,0,0,0,0,0,1,0,1,0,0,0,3,4,3,6,-0.3317329562054987,-0.5065919164222484,0.2377831905716679,0.7997935313544056,-0.3357848658144715,0.3071705331441532,0.9466579047036832,-0.9935207835097114
56,1,1,0,0,1,0,0,1,0,0,0,5,4,3,5,2.5715421770878852,-0.5065919164222484,0.9624962632665273,1.5188014645347383,-0.3357848658144715,-0.5424376245598191,0.9466579047036832,-1.3430982633741453
57,0,0,0,0,0,0,1,0,0,1,1,4,5,5,5,3.3726798164945224,-0.5065919164222484,-0.970071930586431,-0.8552465934710002,-0.3357848658144715,0.48621178204175647,0.9466579047036832,-0.7011778356590141
58,1,1,0,0,0,0,1,0,0,1,1,3,5,3,2,1.138128031922247,-0.5065919164222484,0.2377831905716679,-0.8950199762639738,0.986202794872424,0.07335295362755087,-0.6258635316811727,1.1067043748174135
59,0,0,0,0,0,0,1,0,1,0,0,5,5,3,4,-0.6279501684925921,-0.9723379092716081,-0.19704465304524774,-0.37588752109525925,-0.9967786961579193,-0.5297240177404023,-0.6258635316811727,-1.109587460187905
60,0,0,0,0,0,1,0,1,0,0,1,5,5,4,4,-0.46172207673195187,-0.5065919164222484,-1.3082713645106987,0.5501108058737456,-0.0052879506427475865,-0.5428890813865332,-0.6258635316811727,-0.1783876640142341
61,0,1,0,0,1,0,0,0,1,0,1,3,4,3,2,-0.4844493856512891,-0.5065919164222484,-1.3565855693570228,1.490311657986309,-0.6662817809861953,-0.14648617399405373,-0.6258635316811727,0.5205277108721246
62,1,0,0,0,1,0,0,1,0,0,0,5,5,5,4,-0.4157131342854887,-0.9723379092716081,-0.5352440869695154,2.1373374105600256,0.6557058797007002,0.2660235696596731,-0.6258635316811727,-0.4696984734702173
63,0,1,0,0,1,0,0,0,0,1,0,5,5,5,3,-0.33388096406067996,-0.5065919164222484,1.349009902037119,1.0695149066331104,0.986202794872424,-1.3172190269579558,-0.6258635316811727,-1.8658884350189253
64,0,0,0,1,1,0,0,0,0,1,0,4,4,4,3,-0.4154359719815943,-0.5065919164222484,-0.4869298821231915,-0.17459210973512257,0.3252089645289763,1.1925275146523122,-0.6258635316811727,-1.0511200024046383
65,0,1,0,0,0,0,1,1,0,0,0,3,4,3,3,-0.5477809720911495,-0.04084592357288879,0.4793542148032877,0.2066518378817395,0.6557058797007002,-0.17857912754908098,-0.6258635316811727,0.2873377436477077
66,1,0,0,0,1,0,0,0,1,0,1,3,3,2,4,1.9899863729415517,0.4249000692764709,0.8175536487275554,-1.0228270988928299,-0.3357848658144715,-1.279243299711676,0.9466579047036832,2.1546369950662405
67,1,1,0,0,1,0,0,0,1,0,0,4,4,3,6,0.26264160449594876,-0.5065919164222484,1.204067287498147,-0.6185308667137595,2.3081904555593193,0.2695306948551267,-0.6258635316811727,0.8147127699409505
68,0,1,0,0,1,0,0,1,0,0,0,3,1,2,2,-0.1355020450482943,-0.9723379092716081,-0.2453588578915717,0.45497704466656336,1.6471966252158718,-0.7049648070940966,0.9466579047036832,-0.4695393013863775
69,1,0,0,1,1,0,0,1,0,0,0,4,4,4,5,0.5589281073590158,-0.5065919164222484,0.4793542148032877,-0.7361665287276801,1.9776935403875957,0.4276358202079364,0.9466579047036832,0.640588500684404
70,1,0,0,0,0,1,0,0,0,1,1,5,5,6,5,0.7284128561904147,0.8906460621258305,0.3344116002643158,0.10560464296163487,-0.0052879506427475865,-1.3012458037069454,-0.6258635316811727,0.9322307187614737
71,1,1,0,1,0,1,0,1,0,0,1,3,3,4,5,1.4182698305834678,-0.9723379092716081,1.6388951311150628,1.3543253788264276,1.6471966252158718,-0.6830170618681974,-0.6258635316811727,1.9211261918800002
72,0,0,0,0,0,0,1,0,1,0,0,2,3,3,3,-0.2769241106103897,0.4249000692764709,0.044526371186372066,0.27307734125610467,-0.9967786961579193,-1.8931361047193012,-0.6258635316811727,-0.877342348699792
73,1,1,0,0,1,0,0,0,1,0,1,4,3,2,3,-0.671811103083874,0.4249000692764709,-0.8734435208937832,-1.1377268004212815,-0.9967786961579193,-1.25794852512954,0.9466579047036832,1.9215319817206598
74,1,1,0,0,1,0,0,0,1,0,0,4,4,4,5,1.7047170716582853,-0.5065919164222484,0.8175536487275554,-1.358135989907901,1.316699710044148,0.9816236347311416,-0.6258635316811727,0.9860394995838015
75,1,0,0,0,0,1,0,1,0,0,1,3,3,4,3,1.034954364297573,-0.04084592357288879,0.6726110341885836,1.4652472101325191,0.3252089645289763,0.8169591611926943,-0.6258635316811727,2.271389194587447
76,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,-0.3825922389701131,0.8906460621258305,-0.3419872675842196,-0.9933631272823673,-0.3357848658144715,-0.8045325536107332,-0.6258635316811727,0.6413542499837201
77,0,1,0,0,0,0,1,1,0,0,0,2,2,3,4,-0.524083595108182,-0.5065919164222484,-0.14873044819892378,1.2407718478751424,-0.6662817809861953,-0.8599363577952543,0.9466579047036832,-0.528329830759858
78,1,0,0,0,1,0,0,0,1,0,0,4,4,5,1,-0.6571215009774731,-0.5065919164222484,-1.4048997742033467,-0.736498106570054,1.9776935403875957,1.022371417523267,-0.6258635316811727,1.5716945401924507
79,0,1,0,0,1,0,0,0,1,0,0,3,4,3,4,0.3326250862292737,-0.9723379092716081,-1.5981565935886426,1.395848499666751,1.6471966252158718,1.6451568218684451,-0.6258635316811727,-1.0509561028982644
80,1,0,0,0,0,1,0,1,0,0,0,3,4,3,2,0.5471487094435057,-0.5065919164222484,-1.1633287499717269,-0.08435435247640284,0.3252089645289763,1.2742579829406258,0.9466579047036832,0.3489568552665972
81,0,1,0,1,1,0,0,0,1,0,1,3,3,3,4,-0.6562900140657901,-0.9723379092716081,-1.066700340279079,0.18942326596922335,-1.9882694416730908,1.9025787560612475,-0.6258635316811727,-0.06129488048042159
82,0,0,0,0,0,0,1,0,1,0,1,4,4,4,3,-0.6538648439067145,1.3563920549751902,0.9141820584202033,1.2429219617343,0.3252089645289763,-0.5001689119498968,-0.6258635316811727,0.461841906716059
83,0,1,0,0,1,0,0,1,0,0,1,4,4,3,3,-0.47765890920587734,0.8906460621258305,0.8658678535738794,0.19564629054459773,-0.6662817809861953,-0.5836430687499675,-0.6258635316811727,-1.2254012081166343
84,0,0,0,0,0,1,0,0,1,0,1,5,3,5,5,-0.5924733935941146,-0.04084592357288879,-1.018386135432755,1.1273367629124702,-0.3357848658144715,-0.470179435762343,-0.6258635316811727,0.5212132337151381
85,0,1,0,0,0,1,0,0,1,0,0,3,3,4,3,1.7684644015539872,-0.9723379092716081,-0.970071930586431,-1.0432104477954605,0.986202794872424,-1.331347571411585,-0.6258635316811727,-0.7607651569635242
86,0,1,0,1,1,0,0,0,0,1,1,3,3,2,2,-0.603352014021968,0.4249000692764709,0.6726110341885836,-0.7145692857561239,-0.0052879506427475865,1.5465172031410475,-0.6258635316811727,-1.3423325140748292
87,1,0,0,0,1,0,0,0,0,1,0,4,3,3,6,1.555326589859227,-0.9723379092716081,0.6242968293422596,-0.42484153189183965,0.3252089645289763,-0.9166532063992526,0.9466579047036832,0.8153935653614302
88,1,0,0,0,1,0,0,1,0,0,0,4,4,4,3,1.0961379428822522,0.8906460621258305,-1.5498423887423185,-0.8581261785833799,-0.0052879506427475865,-0.36559031765526623,-0.6258635316811727,0.3489568552665972
89,0,0,0,0,0,1,0,0,1,0,0,3,2,3,4,-0.6539341344826881,-0.9723379092716081,0.3827258051106398,-0.708948775356357,0.3252089645289763,0.534731210443538,2.519179341088539,-0.877342348699792
90,1,0,0,0,1,0,0,0,1,0,0,3,3,3,3,3.170905659259431,-0.9723379092716081,1.0591246729591752,0.6623036264708184,0.3252089645289763,-0.573836176231104,-0.6258635316811727,0.4621627426778819
91,1,0,0,0,1,0,0,1,0,0,0,3,2,3,2,0.3778718323400274,-0.9723379092716081,0.4793542148032877,0.06559224041918527,-0.9967786961579193,1.7456378581624745,-0.6258635316811727,1.1644652575903236
92,0,0,0,0,0,0,1,0,1,0,1,2,2,2,4,-0.43359010288667466,-0.9723379092716081,0.7209252390349075,2.684664621191764,-2.9797601871882624,-1.6525760635309896,-0.6258635316811727,-0.23650850624580042
93,1,1,0,0,0,0,1,1,0,0,0,2,2,3,3,0.3272204213033338,-0.04084592357288879,-1.018386135432755,-0.8498938277460912,-1.657772526501367,-1.0279778897083152,0.9466579047036832,-0.2944848477048392
94,0,1,0,0,0,0,1,1,0,0,1,3,2,3,4,-0.35355948763717926,-0.9723379092716081,1.107438877805499,1.4653429598837928,-1.657772526501367,-0.056398822913133896,-0.6258635316811727,0.28771763745951173
95,1,0,0,0,1,0,0,0,1,0,0,5,5,4,5,1.1476901314066024,-0.9723379092716081,-1.1633287499717269,-0.5509528200370256,0.3252089645289763,0.3554706038737585,-0.6258635316811727,1.6888525295543177
96,0,0,0,0,1,0,0,0,1,0,0,4,4,4,3,-0.6736126580591874,-0.9723379092716081,1.4456383117297669,0.5198645233325059,1.6471966252158718,-0.39241261692120505,0.9466579047036832,-1.109587460187905
97,1,1,0,0,1,0,0,0,1,0,1,3,2,2,4,-0.6399374381360231,3.6851220192219887,-1.4532139790496708,0.8869233226125222,0.6557058797007002,-1.5896591407897014,0.9466579047036832,0.3460540548161849
98,0,1,0,0,1,0,0,0,1,0,1,5,4,4,3,0.5434763089169055,1.3563920549751902,1.300695697190795,2.252045967214638,0.986202794872424,-0.20393589524336952,-0.6258635316811727,-0.23576853653636196
99,0,1,0,0,0,1,0,0,1,0,0,3,4,3,5,-0.44571595368205275,-0.9723379092716081,-1.5981565935886426,0.014331015245616993,-0.3357848658144715,1.5032873633207602,0.9466579047036832,0.22921690141614137
100,1,1,0,0,1,0,0,0,0,1,1,3,2,3,5,3.143397300597916,-0.9723379092716081,0.7692394438812314,0.647922723086924,-0.0052879506427475865,0.2289311980913388,0.9466579047036832,1.1652310068896399
101,0,1,0,0,0,1,0,0,1,0,0,3,4,4,4,-0.3962424824369101,-0.5065919164222484,-1.018386135432755,0.12977365332666124,-0.6662817809861953,1.2743317999997374,-0.6258635316811727,0.22921690141614137
102,1,0,0,0,1,0,0,0,0,1,0,2,4,3,2,1.5362023908905165,-0.9723379092716081,-0.003787833659951896,-0.5857457972489328,2.3081904555593193,0.806421182060603,-0.6258635316811727,1.1070252107792369
103,0,1,0,0,0,0,1,0,1,0,0,4,4,3,4,0.7031217959600548,-0.04084592357288879,-1.3565855693570228,0.3316332789618958,-0.9967786961579193,0.08265553957164722,-0.6258635316811727,-0.06257391608550461
104,1,1,0,0,1,0,0,0,1,0,0,3,3,3,3,0.2247396594383955,-0.9723379092716081,0.7692394438812314,-1.2767018903357363,1.316699710044148,1.632853386139413,2.519179341088539,0.7530936583220611
105,1,1,0,0,1,0,0,0,1,0,0,3,5,3,2,-0.5759822365124003,0.4249000692764709,0.8658678535738794,0.45425608450234306,-0.6662817809861953,-1.1038434271523951,0.9466579047036832,0.7530936583220611
106,1,0,0,0,1,0,0,1,0,0,0,3,3,2,4,-0.5265087652672577,0.4249000692764709,-0.003787833659951896,-0.328262304069133,1.9776935403875957,-0.6309380920095315,-0.6258635316811727,1.6884467397136576
107,1,0,1,0,1,0,0,0,0,1,1,4,4,3,3,-0.5513147914658025,-0.04084592357288879,0.14115478087901998,-0.9806518158577197,-0.3357848658144715,1.5481824201571028,2.519179341088539,-0.003528152470782968
108,1,1,0,0,1,0,0,1,0,0,1,4,3,4,3,-0.6739591109390554,-0.9723379092716081,-0.5352440869695154,-0.32475538077155613,-0.9967786961579193,0.8899282767871864,2.519179341088539,-0.003914007958294369
109,1,1,0,0,1,0,0,0,1,0,1,2,2,2,2,-0.42090992748350786,0.4249000692764709,-0.970071930586431,-0.29751918670739524,0.6557058797007002,0.6809106853385671,-0.6258635316811727,0.5205277108721246
110,0,1,0,0,1,0,0,0,1,0,0,4,4,4,4,2.2156657788875314,-0.5065919164222484,-0.2936730627378957,0.569330263355338,1.316699710044148,1.9082090416051019,-0.6258635316811727,-0.8193965142531648
111,1,0,0,0,0,0,1,0,1,0,0,3,4,4,4,-0.6323847653549018,-0.5065919164222484,-0.2453588578915717,-1.0909324784589858,1.9776935403875957,0.4376422136873633,0.9466579047036832,0.4621627426778819
112,1,0,0,0,1,0,0,0,1,0,1,4,3,4,2,0.38985910198345836,-0.9723379092716081,0.4793542148032877,-0.5115613723630216,-0.6662817809861953,0.08892178695394785,-0.6258635316811727,-0.2951398635354411
113,0,1,0,0,1,0,0,0,1,0,0,3,3,3,3,-0.6582301501930505,-0.5065919164222484,-0.6318724966621634,0.8956993192598203,-0.9967786961579193,-0.8184717994970776,-0.6258635316811727,-1.4012191056057117
114,1,1,0,1,1,0,0,0,1,0,1,5,4,4,3,-0.6059157653329909,-0.9723379092716081,0.6726110341885836,-0.9674064335981899,0.6557058797007002,0.13606961327830755,-0.6258635316811727,0.05442240939837878
115,0,0,0,1,1,0,0,0,1,0,0,6,5,4,4,0.732431709596883,-0.9723379092716081,0.14115478087901998,-0.15276932290501063,0.3252089645289763,-0.9596264046654381,-0.6258635316811727,-0.23688840005760448
116,0,0,0,1,0,1,0,1,0,0,0,5,5,4,3,-0.6712567784760853,1.82213804782455,-1.4048997742033467,-0.47961854608069515,-0.6662817809861953,-0.06529776291663285,-0.6258635316811727,-0.8183616046107582
117,0,0,0,0,0,0,1,0,1,0,0,4,5,4,4,-0.5977394773681073,-0.04084592357288879,1.2523814923444712,0.4053531402397754,-0.0052879506427475865,0.20509024372856288,-0.6258635316811727,2.387202942516177
118,1,1,0,0,1,0,0,1,0,0,0,4,3,4,5,-0.38432450336945284,0.4249000692764709,0.3827258051106398,0.8658360357236755,1.316699710044148,-1.416984559978764,0.9466579047036832,-1.0522065876657776
119,1,1,0,1,0,0,1,0,0,1,1,4,4,4,4,-0.6652977889423567,-0.9723379092716081,-0.7285009063548112,-1.0210450896330137,-0.3357848658144715,-0.3155274725691987,-0.6258635316811727,0.873599361471833
120,0,0,0,1,0,0,1,1,0,0,0,5,4,5,2,1.9369790823217559,0.8906460621258305,-1.211642954818051,-0.6608306244255253,0.3252089645289763,2.198545557880049,-0.6258635316811727,-0.5861164931226452
121,1,1,0,0,0,1,0,0,0,1,0,4,4,2,3,-0.5513147914658025,0.4249000692764709,-0.4386156772768675,-0.48499542655777667,-1.3272756113296431,-1.8355239829156138,-0.6258635316811727,1.630901967685156
122,0,1,0,1,1,0,0,0,0,1,1,2,2,3,4,-0.11977308430228958,-0.5065919164222484,0.5759826244959356,-0.118045852919954,0.6557058797007002,-0.9243176211961086,-0.6258635316811727,-1.3423325140748292
123,0,0,0,0,1,0,0,0,0,1,0,4,4,4,3,1.5314906317243124,0.4249000692764709,-0.8734435208937832,0.5222511745401801,0.986202794872424,-0.35571259980705533,0.9466579047036832,0.35004344052773684
124,0,0,0,0,0,0,1,0,0,1,0,2,2,3,5,0.4396097355324953,-0.04084592357288879,-1.066700340279079,-0.09588262252975754,-0.9967786961579193,0.865963116745943,0.9466579047036832,-0.5270840734148785
125,0,1,0,1,0,0,1,1,0,0,0,4,3,3,3,0.7408851598656608,-0.04084592357288879,-0.9217577257401072,1.2366936177282992,-0.3357848658144715,0.5532885139834327,0.9466579047036832,-1.109993250028565
126,1,1,0,0,1,0,0,0,0,1,0,3,3,3,3,-0.6648820454865152,-0.04084592357288879,0.7209252390349075,1.9583180015193637,0.3252089645289763,-1.3191392769231056,-0.6258635316811727,1.1070252107792369
